rf_power_W_mean,rf_power_W_std,rf_power_W_min,rf_power_W_max,rf_power_W_range,rf_power_W_slope,rf_power_W_rms,pressure_mTorr_mean,pressure_mTorr_std,pressure_mTorr_min,pressure_mTorr_max,pressure_mTorr_range,pressure_mTorr_slope,pressure_mTorr_rms,gas_flow_sccm_mean,gas_flow_sccm_std,gas_flow_sccm_min,gas_flow_sccm_max,gas_flow_sccm_range,gas_flow_sccm_slope,gas_flow_sccm_rms,chuck_temp_C_mean,chuck_temp_C_std,chuck_temp_C_min,chuck_temp_C_max,chuck_temp_C_range,chuck_temp_C_slope,chuck_temp_C_rms,bias_voltage_V_mean,bias_voltage_V_std,bias_voltage_V_min,bias_voltage_V_max,bias_voltage_V_range,bias_voltage_V_slope,bias_voltage_V_rms,reflected_power_W_mean,reflected_power_W_std,reflected_power_W_min,reflected_power_W_max,reflected_power_W_range,reflected_power_W_slope,reflected_power_W_rms,dc_bias_V_mean,dc_bias_V_std,dc_bias_V_min,dc_bias_V_max,dc_bias_V_range,dc_bias_V_slope,dc_bias_V_rms,fault_class,fault_label,sample_idx
499.1435071927908,4.678599794468893,490.433598776711,507.89606407753695,17.462465300825954,-0.49782378686065476,499.1654335676264,29.86701244230298,0.47176371082795826,29.020164938060113,30.92613909225447,1.9059741541943573,-0.01778183451780029,29.870738076377275,79.9733096276244,0.8000633665843244,78.23695984463727,81.05712222621892,2.820162381581653,0.028816685918032364,79.97731149636397,19.990581032806915,0.32517866345759433,19.214076468773076,20.469393096744202,1.2553166279711263,-0.004519483004155534,19.993225632508317,119.9522560391026,1.3466380041067443,117.07297010373577,122.95578808948304,5.882817985747266,-0.04500408980334908,119.95981478305359,5.0442182566345455,0.9967823848974487,3.0812287847009587,7.463242112485286,4.382013327784327,0.04950467917078918,5.141761657584596,199.54725572801334,4.170468106188491,193.79734627573546,208.76182250323993,14.964476227504463,-0.11345673944518142,199.59083163513773,0,Normal,0
500.23693163198914,4.401397691057499,491.96258382719384,509.32887255572376,17.366288728529923,0.06222576258871604,500.2562943834113,30.17077125035511,0.4895784072267861,29.51265916488634,31.36008458329481,1.84742541840847,0.018713806509998078,30.17474316142686,79.79156191950369,0.7162825535815656,78.48515277531413,80.85639879432347,2.371246019009334,-0.01505790874448974,79.79477686071036,20.12718420621412,0.31512718827959557,19.586699189612872,21.155819447196418,1.5691202575835455,-0.008059344408300558,20.12965099587343,119.90986708652312,2.312102569668346,115.94971482668478,124.62931713334702,8.679602306662233,0.005266568076241611,119.93215600080033,5.127826981723415,1.006293897816061,3.4806300340459866,7.122156197012633,3.6415261629666467,0.03287976901130561,5.225632685452787,198.61664759099565,4.362526844610428,187.0349306397237,206.52964521572653,19.49471457600282,0.23519421284193281,198.664552300494,0,Normal,1
500.81805744360634,4.621136743434083,490.2395610023875,510.66516687328135,20.425605870893833,0.03716033727956415,500.83937701261965,30.13770314099573,0.31100070738742536,29.585502494538964,30.652739403577165,1.0672369090382006,0.011281574037244847,30.13930775672824,80.04839401998322,0.8401784211992729,78.78581138721226,82.09238727568545,3.3065758884731906,-0.02903013426482747,80.05280310493775,19.93675726249525,0.2120367668791728,19.565574697550804,20.442606865084866,0.8770321675340611,0.004271265027998908,19.937884785858444,120.89512368023262,1.7218301131687175,118.3834034292897,124.37960586643534,5.996202437145641,0.026675181352652202,120.90738450813234,4.973647586411382,1.1265080758807882,2.876104275690193,6.876170839215886,4.000066563525693,0.06740310436748777,5.099626531309956,199.8567891624192,3.481419351014004,193.62228936482254,206.2046079020901,12.582318537267554,0.24976965825344086,199.88710927673475,0,Normal,2
500.7162991473271,6.294685324245027,489.8038391111995,510.30373962440996,20.499900513210434,-0.4294416407736323,500.75586396479366,29.790187574790686,0.37648676596903824,28.96627894998006,30.47757116025062,1.5112922102705575,-0.008533205975147453,29.792566489414153,80.2601602657517,1.186115872238437,77.69807883526441,83.07888080845524,5.380801973190827,0.044919841580279715,80.2689242281627,19.931595533613493,0.29741984302129487,19.518066103922727,20.506142490521768,0.9880763865990403,0.005901872955548256,19.933814463834665,119.82498229899088,1.5946797767379624,117.20286485236171,123.81883328094025,6.61596842857854,-0.018346213615999224,119.83559315388652,4.513485397044227,0.8303502141495936,3.195117899335481,6.0062928092144405,2.8111749098789596,0.02377005072279101,4.589229990692312,199.7764300261673,3.3933217678405643,190.11342199949084,205.76627448263162,15.652852483140776,-0.002728579703794252,199.8052467444742,0,Normal,3
499.8818748707011,5.95137984558481,488.94432345496057,510.3770039932272,21.432680538266652,-0.12922341958207095,499.9173009071736,30.03850649073193,0.3784236374446241,29.510618142108846,31.1353464289022,1.6247282867933528,-0.01814445901748246,30.04089007741151,80.29587331739532,1.051303008656945,78.22127975109572,82.44575197961683,4.224472228521108,0.005149948328806148,80.30275530652239,19.983824279575543,0.33091589550198225,19.492260611085555,20.56460734894251,1.0723467378569538,-0.024423003038430362,19.98656394097917,120.1042339528937,2.271161093455838,114.60622671411686,125.14671960649972,10.540492892382858,0.06938225695788623,120.12570576743286,4.825430223701984,1.1590921041303335,2.349030191606988,6.7522704434236225,4.4032402518166345,0.04297982159243321,4.962687915804686,200.0038714694402,2.999049218306248,194.9955456944588,204.637319213457,9.641773518998207,0.04997956375560326,200.02635551091305,0,Normal,4
499.60747848069593,5.043773140885774,489.5903529605814,508.77397090992184,19.18361794934043,0.17159731502117204,499.63293746643217,30.009275133977024,0.45608937838313446,29.144915803671687,30.832737222231287,1.6878214185596008,0.03819235778249586,30.01274082098811,79.67459407028795,1.0278539888868357,78.15912576866836,82.63238206483739,4.473256296169026,0.07378921257644432,79.68122378633272,20.08626803931655,0.29911441818302215,19.528932584032862,20.76802536148064,1.2390927774477767,-0.010932554771965216,20.08849504523509,120.13399395405388,1.5537575270342645,116.67807813296801,122.16156145110925,5.483483318141239,-0.015607647784709772,120.14404132459283,5.114230486955638,0.7643900109375736,3.514439626963028,6.446977884353733,2.932538257390705,0.029737220703239187,5.171039118255407,200.33554205274083,4.155542796334631,194.6221979558629,209.195592494477,14.57339453861411,-0.16048088848694766,200.3786364498413,0,Normal,5
500.5155543232839,4.359472664527572,494.3863898921885,512.2765006995545,17.890110807366,-0.03210773063146159,500.5345393890984,30.09683066756609,0.5057169855059371,29.242127942501384,31.005102269383176,1.7629743268817926,0.0006425334936045055,30.10107914845539,80.64835713406424,0.8201344515747369,79.18306432901277,82.52693242587362,3.3438680968608594,-0.025608490584154694,80.65252710822043,20.0926895028282,0.2222773988449247,19.592043157706023,20.648976416991637,1.0569332592856142,0.0007780580300140419,20.09391894825646,119.74538324543667,2.106879043942751,115.60238808675983,123.76231413888118,8.15992605212135,-0.039416457772633993,119.76391671911165,5.102759712159431,0.8939624897891754,3.474474829075261,6.846636996047666,3.3721621669724047,0.03766419670334406,5.18047542347104,199.4962142332568,4.452814396987203,190.30448269348418,207.20376173164325,16.89927903815908,-0.4314655712213259,199.54590211140768,0,Normal,6
499.9039961090758,4.5092681519538,489.79132565787853,508.9884326342476,19.19710697636907,-0.0027423252148638427,499.92433309960927,30.216913251206154,0.4070679459225554,29.655406090955218,31.037630436312632,1.3822243453574146,-0.01726272939755995,30.219655040114468,80.13861733162994,1.008823637830449,78.33141592612242,82.14227035861187,3.8108544324894496,-0.03927856669574442,80.14496685979516,20.082979818325928,0.2501882724107704,19.527082352904724,20.50517830743736,0.9780959545326375,-0.008221099066622013,20.084538146418463,119.5687789792283,2.261558986177023,114.30291475873985,123.00151958126862,8.698604822528779,0.10354757952217819,119.5901649619713,5.167439344910216,0.7646814656677751,3.0017993154678924,7.076747983560841,4.074948668092949,-0.016827869921182566,5.223712006539213,201.29477353251565,4.705999436596387,188.41497848722526,209.6136623409531,21.198683853727857,0.19933407379631363,201.34977596760322,0,Normal,7
501.7198102313085,4.269792870516122,493.86196092431504,508.1671576615055,14.305196737190442,-0.001035355612751882,501.73797854029084,29.971840173851927,0.5769818141968367,28.923304943198143,31.126217902672153,2.202912959474009,0.013880887027498352,29.977393339328852,79.98894258900361,1.28128063128423,77.50059428512643,82.43975240633927,4.9391581212128415,-0.050392672373405376,79.99920384955728,19.980553919259464,0.2726462536471075,19.5221018799405,20.41760068590338,0.8954988059628803,0.0029093108403245704,19.982414040852582,119.95407918062139,1.8592098229153295,117.19478945640061,124.29029825554677,7.09550879914616,0.05746485747863341,119.96848658392089,5.3823484268289805,1.0799229008233189,3.630197020420922,7.579709337654318,3.949512317233396,0.05925526285234593,5.48961820708062,198.95664110057947,3.6380632559655695,192.02505742971417,206.6902895473508,14.665232117636634,0.1907150266448125,198.98990060372205,0,Normal,8
500.6839030581641,4.474962305539959,492.9314275154751,511.5966476999085,18.665220184433394,0.18901478632174165,500.7039005931479,29.99647545379502,0.5186324949068064,28.92355470352376,31.246499758716396,2.322945055192637,0.016919752492580147,30.000958639931838,79.99416982558319,0.7348591264744122,78.68816376764984,81.39020754901732,2.702043781367479,-0.02016047061544745,79.99754511245959,20.00154363381413,0.2513341621122101,19.407360030093837,20.45922524970311,1.0518652196092724,0.0018855666049645363,20.003122671133507,119.17555949289081,2.27425193433766,114.81791541571017,122.38129254957268,7.563377133862502,-0.08994197793220321,119.19725752845322,4.993312509754773,0.9871158868938068,3.386438602123259,6.826009713546936,3.4395711114236773,0.019308860522177056,5.089947700539924,200.98023037559972,3.939678540934592,194.6114948418812,208.629232853062,14.017738011180796,-0.2170170133362273,201.0188400842942,0,Normal,9
